# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+4FDB	U+0068	synthetic.bulk	压测条目
U+4FDC	U+0069	synthetic.bulk	压测条目
U+4FDD	U+006A	synthetic.bulk	压测条目
U+4FDE	U+006B	synthetic.bulk	压测条目
U+4FDF	U+006C	synthetic.bulk	压测条目
U+4FE0	U+006D	synthetic.bulk	压测条目
U+4FE1	U+006E	synthetic.bulk	压测条目
U+4FE2	U+006F	synthetic.bulk	压测条目
U+4FE3	U+0070	synthetic.bulk	压测条目
U+4FE4	U+0071	synthetic.bulk	压测条目
U+4FE5	U+0072	synthetic.bulk	压测条目
U+4FE6	U+0073	synthetic.bulk	压测条目
U+4FE7	U+0074	synthetic.bulk	压测条目
U+4FE8	U+0075	synthetic.bulk	压测条目
U+4FE9	U+0076	synthetic.bulk	压测条目
U+4FEA	U+0077	synthetic.bulk	压测条目
U+4FEB	U+0078	synthetic.bulk	压测条目
U+4FEC	U+0079	synthetic.bulk	压测条目
U+4FED	U+007A	synthetic.bulk	压测条目
U+4FEE	U+0030	synthetic.bulk	压测条目
U+4FEF	U+0031	synthetic.bulk	压测条目
U+4FF0	U+0032	synthetic.bulk	压测条目
U+4FF1	U+0033	synthetic.bulk	压测条目
U+4FF2	U+0034	synthetic.bulk	压测条目
U+4FF3	U+0035	synthetic.bulk	压测条目
U+4FF4	U+0036	synthetic.bulk	压测条目
U+4FF5	U+0037	synthetic.bulk	压测条目
U+4FF6	U+0038	synthetic.bulk	压测条目
U+4FF7	U+0039	synthetic.bulk	压测条目
U+4FF8	U+0061	synthetic.bulk	压测条目
U+4FF9	U+0062	synthetic.bulk	压测条目
U+4FFA	U+0063	synthetic.bulk	压测条目
U+4FFB	U+0064	synthetic.bulk	压测条目
U+4FFC	U+0065	synthetic.bulk	压测条目
U+4FFD	U+0066	synthetic.bulk	压测条目
U+4FFE	U+0067	synthetic.bulk	压测条目
U+4FFF	U+0068	synthetic.bulk	压测条目
U+5000	U+0069	synthetic.bulk	压测条目
U+5001	U+006A	synthetic.bulk	压测条目
U+5002	U+006B	synthetic.bulk	压测条目
U+5003	U+006C	synthetic.bulk	压测条目
U+5004	U+006D	synthetic.bulk	压测条目
U+5005	U+006E	synthetic.bulk	压测条目
U+5006	U+006F	synthetic.bulk	压测条目
U+5007	U+0070	synthetic.bulk	压测条目
U+5008	U+0071	synthetic.bulk	压测条目
U+5009	U+0072	synthetic.bulk	压测条目
U+500A	U+0073	synthetic.bulk	压测条目
U+500B	U+0074	synthetic.bulk	压测条目
U+500C	U+0075	synthetic.bulk	压测条目
U+500D	U+0076	synthetic.bulk	压测条目
U+500E	U+0077	synthetic.bulk	压测条目
U+500F	U+0078	synthetic.bulk	压测条目
U+5010	U+0079	synthetic.bulk	压测条目
U+5011	U+007A	synthetic.bulk	压测条目
U+5012	U+0030	synthetic.bulk	压测条目
U+5013	U+0031	synthetic.bulk	压测条目
U+5014	U+0032	synthetic.bulk	压测条目
U+5015	U+0033	synthetic.bulk	压测条目
U+5016	U+0034	synthetic.bulk	压测条目
U+5017	U+0035	synthetic.bulk	压测条目
U+5018	U+0036	synthetic.bulk	压测条目
U+5019	U+0037	synthetic.bulk	压测条目
U+501A	U+0038	synthetic.bulk	压测条目
U+501B	U+0039	synthetic.bulk	压测条目
U+501C	U+0061	synthetic.bulk	压测条目
U+501D	U+0062	synthetic.bulk	压测条目
U+501E	U+0063	synthetic.bulk	压测条目
U+501F	U+0064	synthetic.bulk	压测条目
U+5020	U+0065	synthetic.bulk	压测条目
U+5021	U+0066	synthetic.bulk	压测条目
U+5022	U+0067	synthetic.bulk	压测条目
U+5023	U+0068	synthetic.bulk	压测条目
U+5024	U+0069	synthetic.bulk	压测条目
U+5025	U+006A	synthetic.bulk	压测条目
U+5026	U+006B	synthetic.bulk	压测条目
U+5027	U+006C	synthetic.bulk	压测条目
U+5028	U+006D	synthetic.bulk	压测条目
U+5029	U+006E	synthetic.bulk	压测条目
U+502A	U+006F	synthetic.bulk	压测条目
U+502B	U+0070	synthetic.bulk	压测条目
U+502C	U+0071	synthetic.bulk	压测条目
U+502D	U+0072	synthetic.bulk	压测条目
U+502E	U+0073	synthetic.bulk	压测条目
U+502F	U+0074	synthetic.bulk	压测条目
U+5030	U+0075	synthetic.bulk	压测条目
U+5031	U+0076	synthetic.bulk	压测条目
U+5032	U+0077	synthetic.bulk	压测条目
U+5033	U+0078	synthetic.bulk	压测条目
U+5034	U+0079	synthetic.bulk	压测条目
U+5035	U+007A	synthetic.bulk	压测条目
U+5036	U+0030	synthetic.bulk	压测条目
U+5037	U+0031	synthetic.bulk	压测条目
U+5038	U+0032	synthetic.bulk	压测条目
U+5039	U+0033	synthetic.bulk	压测条目
U+503A	U+0034	synthetic.bulk	压测条目
U+503B	U+0035	synthetic.bulk	压测条目
U+503C	U+0036	synthetic.bulk	压测条目
U+503D	U+0037	synthetic.bulk	压测条目
U+503E	U+0038	synthetic.bulk	压测条目
U+503F	U+0039	synthetic.bulk	压测条目
U+5040	U+0061	synthetic.bulk	压测条目
U+5041	U+0062	synthetic.bulk	压测条目
U+5042	U+0063	synthetic.bulk	压测条目
U+5043	U+0064	synthetic.bulk	压测条目
U+5044	U+0065	synthetic.bulk	压测条目
U+5045	U+0066	synthetic.bulk	压测条目
U+5046	U+0067	synthetic.bulk	压测条目
U+5047	U+0068	synthetic.bulk	压测条目
U+5048	U+0069	synthetic.bulk	压测条目
U+5049	U+006A	synthetic.bulk	压测条目
U+504A	U+006B	synthetic.bulk	压测条目
U+504B	U+006C	synthetic.bulk	压测条目
U+504C	U+006D	synthetic.bulk	压测条目
U+504D	U+006E	synthetic.bulk	压测条目
U+504E	U+006F	synthetic.bulk	压测条目
U+504F	U+0070	synthetic.bulk	压测条目
U+5050	U+0071	synthetic.bulk	压测条目
U+5051	U+0072	synthetic.bulk	压测条目
U+5052	U+0073	synthetic.bulk	压测条目
U+5053	U+0074	synthetic.bulk	压测条目
U+5054	U+0075	synthetic.bulk	压测条目
U+5055	U+0076	synthetic.bulk	压测条目
U+5056	U+0077	synthetic.bulk	压测条目
U+5057	U+0078	synthetic.bulk	压测条目
U+5058	U+0079	synthetic.bulk	压测条目
U+5059	U+007A	synthetic.bulk	压测条目
U+505A	U+0030	synthetic.bulk	压测条目
U+505B	U+0031	synthetic.bulk	压测条目
U+505C	U+0032	synthetic.bulk	压测条目
U+505D	U+0033	synthetic.bulk	压测条目
U+505E	U+0034	synthetic.bulk	压测条目
U+505F	U+0035	synthetic.bulk	压测条目
U+5060	U+0036	synthetic.bulk	压测条目
U+5061	U+0037	synthetic.bulk	压测条目
U+5062	U+0038	synthetic.bulk	压测条目
U+5063	U+0039	synthetic.bulk	压测条目
U+5064	U+0061	synthetic.bulk	压测条目
U+5065	U+0062	synthetic.bulk	压测条目
U+5066	U+0063	synthetic.bulk	压测条目
U+5067	U+0064	synthetic.bulk	压测条目
U+5068	U+0065	synthetic.bulk	压测条目
U+5069	U+0066	synthetic.bulk	压测条目
U+506A	U+0067	synthetic.bulk	压测条目
U+506B	U+0068	synthetic.bulk	压测条目
U+506C	U+0069	synthetic.bulk	压测条目
U+506D	U+006A	synthetic.bulk	压测条目
U+506E	U+006B	synthetic.bulk	压测条目
U+506F	U+006C	synthetic.bulk	压测条目
U+5070	U+006D	synthetic.bulk	压测条目
U+5071	U+006E	synthetic.bulk	压测条目
U+5072	U+006F	synthetic.bulk	压测条目
U+5073	U+0070	synthetic.bulk	压测条目
U+5074	U+0071	synthetic.bulk	压测条目
U+5075	U+0072	synthetic.bulk	压测条目
U+5076	U+0073	synthetic.bulk	压测条目
U+5077	U+0074	synthetic.bulk	压测条目
U+5078	U+0075	synthetic.bulk	压测条目
U+5079	U+0076	synthetic.bulk	压测条目
U+507A	U+0077	synthetic.bulk	压测条目
U+507B	U+0078	synthetic.bulk	压测条目
U+507C	U+0079	synthetic.bulk	压测条目
U+507D	U+007A	synthetic.bulk	压测条目
U+507E	U+0030	synthetic.bulk	压测条目
U+507F	U+0031	synthetic.bulk	压测条目
U+5080	U+0032	synthetic.bulk	压测条目
U+5081	U+0033	synthetic.bulk	压测条目
U+5082	U+0034	synthetic.bulk	压测条目
U+5083	U+0035	synthetic.bulk	压测条目
U+5084	U+0036	synthetic.bulk	压测条目
U+5085	U+0037	synthetic.bulk	压测条目
U+5086	U+0038	synthetic.bulk	压测条目
U+5087	U+0039	synthetic.bulk	压测条目
U+5088	U+0061	synthetic.bulk	压测条目
U+5089	U+0062	synthetic.bulk	压测条目
U+508A	U+0063	synthetic.bulk	压测条目
U+508B	U+0064	synthetic.bulk	压测条目
U+508C	U+0065	synthetic.bulk	压测条目
U+508D	U+0066	synthetic.bulk	压测条目
U+508E	U+0067	synthetic.bulk	压测条目
U+508F	U+0068	synthetic.bulk	压测条目
U+5090	U+0069	synthetic.bulk	压测条目
U+5091	U+006A	synthetic.bulk	压测条目
U+5092	U+006B	synthetic.bulk	压测条目
U+5093	U+006C	synthetic.bulk	压测条目
U+5094	U+006D	synthetic.bulk	压测条目
U+5095	U+006E	synthetic.bulk	压测条目
U+5096	U+006F	synthetic.bulk	压测条目
U+5097	U+0070	synthetic.bulk	压测条目
U+5098	U+0071	synthetic.bulk	压测条目
U+5099	U+0072	synthetic.bulk	压测条目
U+509A	U+0073	synthetic.bulk	压测条目
U+509B	U+0074	synthetic.bulk	压测条目
U+509C	U+0075	synthetic.bulk	压测条目
U+509D	U+0076	synthetic.bulk	压测条目
U+509E	U+0077	synthetic.bulk	压测条目
U+509F	U+0078	synthetic.bulk	压测条目
U+50A0	U+0079	synthetic.bulk	压测条目
U+50A1	U+007A	synthetic.bulk	压测条目
U+50A2	U+0030	synthetic.bulk	压测条目
U+50A3	U+0031	synthetic.bulk	压测条目
U+50A4	U+0032	synthetic.bulk	压测条目
U+50A5	U+0033	synthetic.bulk	压测条目
U+50A6	U+0034	synthetic.bulk	压测条目
U+50A7	U+0035	synthetic.bulk	压测条目
U+50A8	U+0036	synthetic.bulk	压测条目
U+50A9	U+0037	synthetic.bulk	压测条目
U+50AA	U+0038	synthetic.bulk	压测条目
U+50AB	U+0039	synthetic.bulk	压测条目
U+50AC	U+0061	synthetic.bulk	压测条目
U+50AD	U+0062	synthetic.bulk	压测条目
U+50AE	U+0063	synthetic.bulk	压测条目
U+50AF	U+0064	synthetic.bulk	压测条目
U+50B0	U+0065	synthetic.bulk	压测条目
U+50B1	U+0066	synthetic.bulk	压测条目
U+50B2	U+0067	synthetic.bulk	压测条目
U+50B3	U+0068	synthetic.bulk	压测条目
U+50B4	U+0069	synthetic.bulk	压测条目
U+50B5	U+006A	synthetic.bulk	压测条目
U+50B6	U+006B	synthetic.bulk	压测条目
U+50B7	U+006C	synthetic.bulk	压测条目
U+50B8	U+006D	synthetic.bulk	压测条目
U+50B9	U+006E	synthetic.bulk	压测条目
U+50BA	U+006F	synthetic.bulk	压测条目
U+50BB	U+0070	synthetic.bulk	压测条目
U+50BC	U+0071	synthetic.bulk	压测条目
U+50BD	U+0072	synthetic.bulk	压测条目
U+50BE	U+0073	synthetic.bulk	压测条目
U+50BF	U+0074	synthetic.bulk	压测条目
U+50C0	U+0075	synthetic.bulk	压测条目
U+50C1	U+0076	synthetic.bulk	压测条目
U+50C2	U+0077	synthetic.bulk	压测条目
U+50C3	U+0078	synthetic.bulk	压测条目
U+50C4	U+0079	synthetic.bulk	压测条目
U+50C5	U+007A	synthetic.bulk	压测条目
U+50C6	U+0030	synthetic.bulk	压测条目
U+50C7	U+0031	synthetic.bulk	压测条目
U+50C8	U+0032	synthetic.bulk	压测条目
U+50C9	U+0033	synthetic.bulk	压测条目
U+50CA	U+0034	synthetic.bulk	压测条目
U+50CB	U+0035	synthetic.bulk	压测条目
U+50CC	U+0036	synthetic.bulk	压测条目
U+50CD	U+0037	synthetic.bulk	压测条目
U+50CE	U+0038	synthetic.bulk	压测条目
U+50CF	U+0039	synthetic.bulk	压测条目
U+50D0	U+0061	synthetic.bulk	压测条目
U+50D1	U+0062	synthetic.bulk	压测条目
U+50D2	U+0063	synthetic.bulk	压测条目
U+50D3	U+0064	synthetic.bulk	压测条目
U+50D4	U+0065	synthetic.bulk	压测条目
U+50D5	U+0066	synthetic.bulk	压测条目
U+50D6	U+0067	synthetic.bulk	压测条目
U+50D7	U+0068	synthetic.bulk	压测条目
U+50D8	U+0069	synthetic.bulk	压测条目
U+50D9	U+006A	synthetic.bulk	压测条目
U+50DA	U+006B	synthetic.bulk	压测条目
U+50DB	U+006C	synthetic.bulk	压测条目
U+50DC	U+006D	synthetic.bulk	压测条目
U+50DD	U+006E	synthetic.bulk	压测条目
U+50DE	U+006F	synthetic.bulk	压测条目
U+50DF	U+0070	synthetic.bulk	压测条目
U+50E0	U+0071	synthetic.bulk	压测条目
U+50E1	U+0072	synthetic.bulk	压测条目
U+50E2	U+0073	synthetic.bulk	压测条目
U+50E3	U+0074	synthetic.bulk	压测条目
U+50E4	U+0075	synthetic.bulk	压测条目
U+50E5	U+0076	synthetic.bulk	压测条目
U+50E6	U+0077	synthetic.bulk	压测条目
U+50E7	U+0078	synthetic.bulk	压测条目
U+50E8	U+0079	synthetic.bulk	压测条目
U+50E9	U+007A	synthetic.bulk	压测条目
U+50EA	U+0030	synthetic.bulk	压测条目
U+50EB	U+0031	synthetic.bulk	压测条目
U+50EC	U+0032	synthetic.bulk	压测条目
U+50ED	U+0033	synthetic.bulk	压测条目
U+50EE	U+0034	synthetic.bulk	压测条目
U+50EF	U+0035	synthetic.bulk	压测条目
U+50F0	U+0036	synthetic.bulk	压测条目
U+50F1	U+0037	synthetic.bulk	压测条目
U+50F2	U+0038	synthetic.bulk	压测条目
U+50F3	U+0039	synthetic.bulk	压测条目
U+50F4	U+0061	synthetic.bulk	压测条目
U+50F5	U+0062	synthetic.bulk	压测条目
U+50F6	U+0063	synthetic.bulk	压测条目
U+50F7	U+0064	synthetic.bulk	压测条目
U+50F8	U+0065	synthetic.bulk	压测条目
U+50F9	U+0066	synthetic.bulk	压测条目
U+50FA	U+0067	synthetic.bulk	压测条目
U+50FB	U+0068	synthetic.bulk	压测条目
U+50FC	U+0069	synthetic.bulk	压测条目
U+50FD	U+006A	synthetic.bulk	压测条目
U+50FE	U+006B	synthetic.bulk	压测条目
U+50FF	U+006C	synthetic.bulk	压测条目
U+5100	U+006D	synthetic.bulk	压测条目
U+5101	U+006E	synthetic.bulk	压测条目
U+5102	U+006F	synthetic.bulk	压测条目
U+5103	U+0070	synthetic.bulk	压测条目
U+5104	U+0071	synthetic.bulk	压测条目
U+5105	U+0072	synthetic.bulk	压测条目
U+5106	U+0073	synthetic.bulk	压测条目
U+5107	U+0074	synthetic.bulk	压测条目
U+5108	U+0075	synthetic.bulk	压测条目
U+5109	U+0076	synthetic.bulk	压测条目
U+510A	U+0077	synthetic.bulk	压测条目
U+510B	U+0078	synthetic.bulk	压测条目
U+510C	U+0079	synthetic.bulk	压测条目
U+510D	U+007A	synthetic.bulk	压测条目
U+510E	U+0030	synthetic.bulk	压测条目
U+510F	U+0031	synthetic.bulk	压测条目
U+5110	U+0032	synthetic.bulk	压测条目
U+5111	U+0033	synthetic.bulk	压测条目
U+5112	U+0034	synthetic.bulk	压测条目
U+5113	U+0035	synthetic.bulk	压测条目
U+5114	U+0036	synthetic.bulk	压测条目
U+5115	U+0037	synthetic.bulk	压测条目
U+5116	U+0038	synthetic.bulk	压测条目
U+5117	U+0039	synthetic.bulk	压测条目
U+5118	U+0061	synthetic.bulk	压测条目
U+5119	U+0062	synthetic.bulk	压测条目
U+511A	U+0063	synthetic.bulk	压测条目
U+511B	U+0064	synthetic.bulk	压测条目
U+511C	U+0065	synthetic.bulk	压测条目
U+511D	U+0066	synthetic.bulk	压测条目
U+511E	U+0067	synthetic.bulk	压测条目
U+511F	U+0068	synthetic.bulk	压测条目
U+5120	U+0069	synthetic.bulk	压测条目
U+5121	U+006A	synthetic.bulk	压测条目
U+5122	U+006B	synthetic.bulk	压测条目
U+5123	U+006C	synthetic.bulk	压测条目
U+5124	U+006D	synthetic.bulk	压测条目
U+5125	U+006E	synthetic.bulk	压测条目
U+5126	U+006F	synthetic.bulk	压测条目
U+5127	U+0070	synthetic.bulk	压测条目
U+5128	U+0071	synthetic.bulk	压测条目
U+5129	U+0072	synthetic.bulk	压测条目
U+512A	U+0073	synthetic.bulk	压测条目
U+512B	U+0074	synthetic.bulk	压测条目
U+512C	U+0075	synthetic.bulk	压测条目
U+512D	U+0076	synthetic.bulk	压测条目
U+512E	U+0077	synthetic.bulk	压测条目
U+512F	U+0078	synthetic.bulk	压测条目
U+5130	U+0079	synthetic.bulk	压测条目
U+5131	U+007A	synthetic.bulk	压测条目
U+5132	U+0030	synthetic.bulk	压测条目
U+5133	U+0031	synthetic.bulk	压测条目
U+5134	U+0032	synthetic.bulk	压测条目
U+5135	U+0033	synthetic.bulk	压测条目
U+5136	U+0034	synthetic.bulk	压测条目
U+5137	U+0035	synthetic.bulk	压测条目
U+5138	U+0036	synthetic.bulk	压测条目
U+5139	U+0037	synthetic.bulk	压测条目
U+513A	U+0038	synthetic.bulk	压测条目
U+513B	U+0039	synthetic.bulk	压测条目
U+513C	U+0061	synthetic.bulk	压测条目
U+513D	U+0062	synthetic.bulk	压测条目
U+513E	U+0063	synthetic.bulk	压测条目
U+513F	U+0064	synthetic.bulk	压测条目
U+5140	U+0065	synthetic.bulk	压测条目
U+5141	U+0066	synthetic.bulk	压测条目
U+5142	U+0067	synthetic.bulk	压测条目
U+5143	U+0068	synthetic.bulk	压测条目
U+5144	U+0069	synthetic.bulk	压测条目
U+5145	U+006A	synthetic.bulk	压测条目
U+5146	U+006B	synthetic.bulk	压测条目
U+5147	U+006C	synthetic.bulk	压测条目
U+5148	U+006D	synthetic.bulk	压测条目
U+5149	U+006E	synthetic.bulk	压测条目
U+514A	U+006F	synthetic.bulk	压测条目
U+514B	U+0070	synthetic.bulk	压测条目
U+514C	U+0071	synthetic.bulk	压测条目
U+514D	U+0072	synthetic.bulk	压测条目
U+514E	U+0073	synthetic.bulk	压测条目
U+514F	U+0074	synthetic.bulk	压测条目
U+5150	U+0075	synthetic.bulk	压测条目
U+5151	U+0076	synthetic.bulk	压测条目
U+5152	U+0077	synthetic.bulk	压测条目
U+5153	U+0078	synthetic.bulk	压测条目
U+5154	U+0079	synthetic.bulk	压测条目
U+5155	U+007A	synthetic.bulk	压测条目
U+5156	U+0030	synthetic.bulk	压测条目
U+5157	U+0031	synthetic.bulk	压测条目
U+5158	U+0032	synthetic.bulk	压测条目
U+5159	U+0033	synthetic.bulk	压测条目
U+515A	U+0034	synthetic.bulk	压测条目
U+515B	U+0035	synthetic.bulk	压测条目
U+515C	U+0036	synthetic.bulk	压测条目
U+515D	U+0037	synthetic.bulk	压测条目
U+515E	U+0038	synthetic.bulk	压测条目
U+515F	U+0039	synthetic.bulk	压测条目
U+5160	U+0061	synthetic.bulk	压测条目
U+5161	U+0062	synthetic.bulk	压测条目
U+5162	U+0063	synthetic.bulk	压测条目
U+5163	U+0064	synthetic.bulk	压测条目
U+5164	U+0065	synthetic.bulk	压测条目
U+5165	U+0066	synthetic.bulk	压测条目
U+5166	U+0067	synthetic.bulk	压测条目
U+5167	U+0068	synthetic.bulk	压测条目
U+5168	U+0069	synthetic.bulk	压测条目
U+5169	U+006A	synthetic.bulk	压测条目
U+516A	U+006B	synthetic.bulk	压测条目
U+516B	U+006C	synthetic.bulk	压测条目
U+516C	U+006D	synthetic.bulk	压测条目
U+516D	U+006E	synthetic.bulk	压测条目
U+516E	U+006F	synthetic.bulk	压测条目
U+516F	U+0070	synthetic.bulk	压测条目
U+5170	U+0071	synthetic.bulk	压测条目
U+5171	U+0072	synthetic.bulk	压测条目
U+5172	U+0073	synthetic.bulk	压测条目
U+5173	U+0074	synthetic.bulk	压测条目
U+5174	U+0075	synthetic.bulk	压测条目
U+5175	U+0076	synthetic.bulk	压测条目
U+5176	U+0077	synthetic.bulk	压测条目
U+5177	U+0078	synthetic.bulk	压测条目
U+5178	U+0079	synthetic.bulk	压测条目
U+5179	U+007A	synthetic.bulk	压测条目
U+517A	U+0030	synthetic.bulk	压测条目
U+517B	U+0031	synthetic.bulk	压测条目
U+517C	U+0032	synthetic.bulk	压测条目
U+517D	U+0033	synthetic.bulk	压测条目
U+517E	U+0034	synthetic.bulk	压测条目
U+517F	U+0035	synthetic.bulk	压测条目
U+5180	U+0036	synthetic.bulk	压测条目
U+5181	U+0037	synthetic.bulk	压测条目
U+5182	U+0038	synthetic.bulk	压测条目
U+5183	U+0039	synthetic.bulk	压测条目
U+5184	U+0061	synthetic.bulk	压测条目
U+5185	U+0062	synthetic.bulk	压测条目
U+5186	U+0063	synthetic.bulk	压测条目
U+5187	U+0064	synthetic.bulk	压测条目
U+5188	U+0065	synthetic.bulk	压测条目
U+5189	U+0066	synthetic.bulk	压测条目
U+518A	U+0067	synthetic.bulk	压测条目
U+518B	U+0068	synthetic.bulk	压测条目
U+518C	U+0069	synthetic.bulk	压测条目
U+518D	U+006A	synthetic.bulk	压测条目
U+518E	U+006B	synthetic.bulk	压测条目
U+518F	U+006C	synthetic.bulk	压测条目
U+5190	U+006D	synthetic.bulk	压测条目
U+5191	U+006E	synthetic.bulk	压测条目
U+5192	U+006F	synthetic.bulk	压测条目
U+5193	U+0070	synthetic.bulk	压测条目
U+5194	U+0071	synthetic.bulk	压测条目
U+5195	U+0072	synthetic.bulk	压测条目
U+5196	U+0073	synthetic.bulk	压测条目
U+5197	U+0074	synthetic.bulk	压测条目
U+5198	U+0075	synthetic.bulk	压测条目
U+5199	U+0076	synthetic.bulk	压测条目
U+519A	U+0077	synthetic.bulk	压测条目
U+519B	U+0078	synthetic.bulk	压测条目
U+519C	U+0079	synthetic.bulk	压测条目
U+519D	U+007A	synthetic.bulk	压测条目
U+519E	U+0030	synthetic.bulk	压测条目
U+519F	U+0031	synthetic.bulk	压测条目
U+51A0	U+0032	synthetic.bulk	压测条目
U+51A1	U+0033	synthetic.bulk	压测条目
U+51A2	U+0034	synthetic.bulk	压测条目
U+51A3	U+0035	synthetic.bulk	压测条目
U+51A4	U+0036	synthetic.bulk	压测条目
U+51A5	U+0037	synthetic.bulk	压测条目
U+51A6	U+0038	synthetic.bulk	压测条目
U+51A7	U+0039	synthetic.bulk	压测条目
U+51A8	U+0061	synthetic.bulk	压测条目
U+51A9	U+0062	synthetic.bulk	压测条目
U+51AA	U+0063	synthetic.bulk	压测条目
U+51AB	U+0064	synthetic.bulk	压测条目
U+51AC	U+0065	synthetic.bulk	压测条目
U+51AD	U+0066	synthetic.bulk	压测条目
U+51AE	U+0067	synthetic.bulk	压测条目
U+51AF	U+0068	synthetic.bulk	压测条目
U+51B0	U+0069	synthetic.bulk	压测条目
U+51B1	U+006A	synthetic.bulk	压测条目
U+51B2	U+006B	synthetic.bulk	压测条目
U+51B3	U+006C	synthetic.bulk	压测条目
U+51B4	U+006D	synthetic.bulk	压测条目
U+51B5	U+006E	synthetic.bulk	压测条目
U+51B6	U+006F	synthetic.bulk	压测条目
U+51B7	U+0070	synthetic.bulk	压测条目
U+51B8	U+0071	synthetic.bulk	压测条目
U+51B9	U+0072	synthetic.bulk	压测条目
U+51BA	U+0073	synthetic.bulk	压测条目
U+51BB	U+0074	synthetic.bulk	压测条目
U+51BC	U+0075	synthetic.bulk	压测条目
U+51BD	U+0076	synthetic.bulk	压测条目
U+51BE	U+0077	synthetic.bulk	压测条目
U+51BF	U+0078	synthetic.bulk	压测条目
U+51C0	U+0079	synthetic.bulk	压测条目
U+51C1	U+007A	synthetic.bulk	压测条目
U+51C2	U+0030	synthetic.bulk	压测条目
U+51C3	U+0031	synthetic.bulk	压测条目
U+51C4	U+0032	synthetic.bulk	压测条目
U+51C5	U+0033	synthetic.bulk	压测条目
U+51C6	U+0034	synthetic.bulk	压测条目
U+51C7	U+0035	synthetic.bulk	压测条目
U+51C8	U+0036	synthetic.bulk	压测条目
U+51C9	U+0037	synthetic.bulk	压测条目
U+51CA	U+0038	synthetic.bulk	压测条目
U+51CB	U+0039	synthetic.bulk	压测条目
U+51CC	U+0061	synthetic.bulk	压测条目
U+51CD	U+0062	synthetic.bulk	压测条目
U+51CE	U+0063	synthetic.bulk	压测条目
U+51CF	U+0064	synthetic.bulk	压测条目
U+51D0	U+0065	synthetic.bulk	压测条目
U+51D1	U+0066	synthetic.bulk	压测条目
U+51D2	U+0067	synthetic.bulk	压测条目
U+51D3	U+0068	synthetic.bulk	压测条目
U+51D4	U+0069	synthetic.bulk	压测条目
U+51D5	U+006A	synthetic.bulk	压测条目
U+51D6	U+006B	synthetic.bulk	压测条目
U+51D7	U+006C	synthetic.bulk	压测条目
U+51D8	U+006D	synthetic.bulk	压测条目
U+51D9	U+006E	synthetic.bulk	压测条目
U+51DA	U+006F	synthetic.bulk	压测条目
U+51DB	U+0070	synthetic.bulk	压测条目
U+51DC	U+0071	synthetic.bulk	压测条目
U+51DD	U+0072	synthetic.bulk	压测条目
U+51DE	U+0073	synthetic.bulk	压测条目
U+51DF	U+0074	synthetic.bulk	压测条目
U+51E0	U+0075	synthetic.bulk	压测条目
U+51E1	U+0076	synthetic.bulk	压测条目
U+51E2	U+0077	synthetic.bulk	压测条目
U+51E3	U+0078	synthetic.bulk	压测条目
U+51E4	U+0079	synthetic.bulk	压测条目
U+51E5	U+007A	synthetic.bulk	压测条目
U+51E6	U+0030	synthetic.bulk	压测条目
U+51E7	U+0031	synthetic.bulk	压测条目
U+51E8	U+0032	synthetic.bulk	压测条目
U+51E9	U+0033	synthetic.bulk	压测条目
U+51EA	U+0034	synthetic.bulk	压测条目
U+51EB	U+0035	synthetic.bulk	压测条目
U+51EC	U+0036	synthetic.bulk	压测条目
U+51ED	U+0037	synthetic.bulk	压测条目
U+51EE	U+0038	synthetic.bulk	压测条目
U+51EF	U+0039	synthetic.bulk	压测条目
U+51F0	U+0061	synthetic.bulk	压测条目
U+51F1	U+0062	synthetic.bulk	压测条目
